birthday,name,profile_url
October 17,Miku Zatsune,character.php?id=43536
October 17,Abeno Seimei,character.php?id=34105
October 17,Mitsuteru Sakaki,character.php?id=52454
October 17,Ashe,character.php?id=96750
October 18,Kobato Hasegawa,character.php?id=31457
October 18,Mana Sakurai,character.php?id=837
October 18,Hisoka Kurosaki,character.php?id=19443
October 18,Sae Kobayakawa,character.php?id=70325
October 18,Shu Sakamaki,character.php?id=53971
October 18,Yukari Mizumoto,character.php?id=77715
October 18,Mamoru,character.php?id=16809
October 18,Asuma Sarutobi,character.php?id=10900
October 18,Yuzuru Fushimi,character.php?id=81725
October 18,Akari Tsukioka,character.php?id=25091
October 18,Ulema Beyazit,character.php?id=82169
October 18,Nanase Takatoo,character.php?id=14968
October 18,Tonino Starabba,character.php?id=24887
October 18,Nana Sakurai,character.php?id=75499
October 18,Asami Koga,character.php?id=30502
October 18,Kou Amatsuka,character.php?id=67384
October 18,Yua Kusunoki,character.php?id=10724
October 18,Mia Kusunoki,character.php?id=47097
October 18,Terra Branford,character.php?id=41612
October 18,Kyouko Misaki,character.php?id=98352
October 18,Sakamoto,character.php?id=76778
October 18,Rize Kamishiro,character.php?id=68166
October 18,Leipzig,character.php?id=89914
October 19,Mitsuki Shijyou,character.php?id=5294
October 19,Jin Matsuoka,character.php?id=24507
October 19,Sakura Karasuma,character.php?id=62789
October 19,Minoru Kobayakawa,character.php?id=81965
October 19,Yukari Takeba,character.php?id=19653
October 19,Krystyna Kaminska,character.php?id=85338
October 19,Igniz,character.php?id=29334
October 19,Hiroshi Yagyuu,character.php?id=26909
October 19,Shisui Uchiha,character.php?id=65293
October 19,Gilbert G.P. Guilford,character.php?id=9951
October 19,Miharu Fuyuki,character.php?id=32464
October 19,Amatsukaze,character.php?id=71132
October 19,Sanae Kouno,character.php?id=54140
October 19,Ray,character.php?id=62201
October 19,Shunshin Yeung,character.php?id=69735
October 19,Nao Morisaki,character.php?id=10193
October 19,Nanase Takatou,character.php?id=20002
October 19,Artemis,character.php?id=75657
October 19,Nanoha Wakakusa,character.php?id=18449
October 19,Shota Kibi,character.php?id=77804
October 19,Tomo Yamanobe,character.php?id=21342
October 19,Rinze Morino,character.php?id=91875
October 19,Kanato Shirogane,character.php?id=95003
October 19,Nanami Nagumo,character.php?id=97722
October 19,Haru,character.php?id=99006
October 20,Itsuki Akiba,character.php?id=34229
October 20,Takaaki Kojou,character.php?id=39840
October 20,Midori Nagawa,character.php?id=5068
October 20,Rio Kurusu,character.php?id=76513
October 20,Kiyotaka Ayanokouji,character.php?id=82416
October 20,Kakeru Ryuuen,character.php?id=82431
October 20,Ryouko Futaba,character.php?id=32568
October 20,Asa Shigure,character.php?id=6545
October 20,Haruka Nogizaka,character.php?id=13619
October 20,Hayashimo,character.php?id=71140
October 20,Akane Suzumiya,character.php?id=1280
October 20,Ako Takamine,character.php?id=79123
October 20,Genpachi Inukai,character.php?id=56824
October 20,Yukari Oniyashiki,character.php?id=21934
October 20,Sumire Hikami,character.php?id=72426
October 20,Shun Midorikawa,character.php?id=74039
October 20,Miyo Ugajin,character.php?id=41143
October 20,Shizuka Ninomiya,character.php?id=76351
October 20,Koenma,character.php?id=18333
October 20,Oujirou Mihara,character.php?id=24205
October 20,Wakaba Himekawa,character.php?id=21758
October 20,Hana Kurumi,character.php?id=93356
October 20,Mikana Futaba,character.php?id=98370
October 20,Sakurai Akame,character.php?id=100859
October 20,Mikoto Rindo,character.php?id=101959
October 20,Moeko Tokita,character.php?id=74429
October 21,Shiori Momono,character.php?id=9305
October 21,Chizuru Nikaido,character.php?id=75381
October 21,Ranpo Edogawa,character.php?id=76219
October 21,Momiji Nashiro,character.php?id=76978
October 21,Iku Kannazuki,character.php?id=77519
October 21,Eri Ayase,character.php?id=56647
October 21,SeeU,character.php?id=30541
October 21,Mew,character.php?id=53914
October 21,Leon,character.php?id=79099
October 21,Mizuki,character.php?id=10919
October 21,Katakura Kojuro,character.php?id=90672
October 21,Saya Tokido,character.php?id=14253
October 21,'Hercule ''Elly'' Barton',character.php?id=22827
October 21,Natsumi Murakami,character.php?id=13465
October 21,Nanae Kouno,character.php?id=30559
October 21,Mitsuki Umi,character.php?id=78087
October 21,Kaede Fujieda,character.php?id=12790
October 21,Masakazu Togo,character.php?id=25823
October 21,Kyou Aranami,character.php?id=95055
October 21,Akihiko Kaji,character.php?id=95967
October 21,Shouko Saionji,character.php?id=98113
October 22,Konoka Midou,character.php?id=71400
October 22,Usagi Tsukiyono,character.php?id=74506
October 22,Shy Makishima,character.php?id=78774
October 22,Nana Ebina,character.php?id=73464
October 22,Mina Aino,character.php?id=12350
October 22,Sailor Venus,character.php?id=12379
October 22,Sugar,character.php?id=49103
October 22,Yuuhi Minagawa,character.php?id=27196
October 22,Agano,character.php?id=71091
October 22,Ikazuchi,character.php?id=70897
October 22,Kasumi Yashiro,character.php?id=3446
October 22,Kyouko Shirafuji,character.php?id=21345
October 22,Hirato,character.php?id=58167
October 22,Yucho La,character.php?id=77943
October 22,Takeichi Fuyuki,character.php?id=25825
October 22,Iroha Nekomura,character.php?id=31690
October 22,Agano,character.php?id=89960
October 22,Konoha Takase,character.php?id=97711
October 22,Tsubasa Tsujigou,character.php?id=97869
October 22,Kyouka Nonomiya,character.php?id=98610
October 22,Shuyin,character.php?id=22960
October 23,Piyoko,character.php?id=19627
October 23,Takako Saejima,character.php?id=71665
October 23,Nebra Silva,character.php?id=89558
October 23,Nagisa Shingetsu,character.php?id=84135
October 23,Painwheel,character.php?id=84139
October 23,Moko Tanomiya,character.php?id=84646
October 23,Krizalid,character.php?id=29299
October 23,Bandeiras Hattori,character.php?id=80195
October 23,Hashirama Senju,character.php?id=13868
October 23,Dodai,character.php?id=30128
October 23,Donquixote Doflamingo,character.php?id=20439
October 23,Natsu Takasaki,character.php?id=66123
October 23,Helgarose von Falkenmayer,character.php?id=27012
October 23,Li Long,character.php?id=34849
October 23,Himari Uehara,character.php?id=81947
October 23,Aoi Kannazuki,character.php?id=14682
October 23,Shuu,character.php?id=77513
October 23,Yuuya Kizami,character.php?id=31371
October 23,Minami Ohsawa,character.php?id=65561
October 23,Hinano Kurahashi,character.php?id=70228
October 23,Tetsuji Chuuma,character.php?id=59890
October 23,Silcardo Jenazad,character.php?id=69943
October 23,Miho Nishizumi,character.php?id=49064
October 23,Rio Futaba,character.php?id=91326
October 23,Raven,character.php?id=85937
October 24,Mamoru Tagaya,character.php?id=35252
October 24,Ooshirou Shirogane,character.php?id=53978
October 24,Roka Kitsuregawa,character.php?id=16492
October 24,Arihiko Inui,character.php?id=46264
October 24,Anko Mitarashi,character.php?id=10899
October 24,Oboro,character.php?id=14557
October 24,Oboro Koukawa,character.php?id=88595
October 24,Kinugasa,character.php?id=70998
October 24,Shiho Kunieda,character.php?id=79657
October 24,Airi Sena,character.php?id=16126
October 24,Pyrrha Alexandra,character.php?id=34864
October 24,Eriko Hino,character.php?id=12041
October 24,Isako Narumi,character.php?id=25067
October 24,Okie Ibuse,character.php?id=14969
October 24,Touko Kokonoe,character.php?id=88722
October 24,Loki Laevatein,character.php?id=66588
October 24,Jack the Ripper,character.php?id=57203
October 24,Airi Sena,character.php?id=32105
October 24,Dycedarg Beoulve,character.php?id=39855
October 24,Kinugasa,character.php?id=89886
October 25,Harunobu Madarame,character.php?id=5361
October 25,Sousei Abeno,character.php?id=70152
October 25,Kagari Ayashiro,character.php?id=71399
October 25,Rin Kujou,character.php?id=31156
October 25,Nova,character.php?id=34428
October 25,Sadamatsu Minatogawa,character.php?id=72312
October 25,Niko Masubuchi,character.php?id=75831
October 25,Ramune Aoumi,character.php?id=76739
October 25,Miyuki Takara,character.php?id=2651
October 25,Hibiki Migita,character.php?id=76939
October 25,Seto Kaiba ,character.php?id=16373
October 25,Nunnally Lamperouge,character.php?id=9961
October 25,Nunnally/ Alice,character.php?id=69200
October 25,Rolo Lamperouge,character.php?id=9965
October 25,Moch Turtle,character.php?id=69189
October 25,Hotaru Imai,character.php?id=8781
October 25,Kuroshio,character.php?id=70969
October 25,Yahagi,character.php?id=71093
October 25,Sodemogi-sama,character.php?id=42870
October 25,Hikari Ogasawara,character.php?id=76764
October 25,Koyoi Bessho,character.php?id=18428
October 25,Sousuke Sugaya,character.php?id=70248
October 25,Kaede Okumura,character.php?id=76579
October 25,Inaho Amagahara,character.php?id=5943
October 25,Veronica Ananko,character.php?id=75664
October 25,Alan Pascal,character.php?id=81452
October 25,Leo Baskerville,character.php?id=44389
October 25,Hisui Kisaragi,character.php?id=10685
October 25,Shion Kiba,character.php?id=70418
October 25,Yuki Takachiho,character.php?id=29069
October 25,Prompto Argentum,character.php?id=49422
October 25,Kohane Chishiro,character.php?id=97756
October 25,Eri Masaki,character.php?id=97757
October 25,Suzuko Mikagari,character.php?id=98064
October 25,Catherine Ward,character.php?id=91121
October 25,Sora Takenouchi,character.php?id=3495
October 25,Koala,character.php?id=48730
October 25,Kuroshio,character.php?id=89875
October 26,Christiane Friedrich,character.php?id=14152
October 26,Elena Shimabara,character.php?id=75363
October 26,Kasumi Koba,character.php?id=61205
October 26,Bridget,character.php?id=10642
October 26,Mei-Fang,character.php?id=13242
October 26,Gengetsu Hozuki (Second Mizukage),character.php?id=81055
October 26,Anya Alstreim,character.php?id=9942
October 26,White Rabbit,character.php?id=69174
October 26,Saori Imai,character.php?id=32588
October 26,Yukie Mayuzumi,character.php?id=14163
October 26,Yukina Minato,character.php?id=81678
October 26,Mamiya,character.php?id=72037
October 26,Satoru Yamashita,character.php?id=65098
October 26,Mutsuki Yukikura,character.php?id=69714
October 26,Yui Hongou,character.php?id=10604
October 26,Saki Kawasaki,character.php?id=66854
October 26,Chikusa Kakimoto,character.php?id=18948
October 26,Ingrid,character.php?id=29617
October 26,Ingrid,character.php?id=29769
October 26,Emperor Gestahl,character.php?id=41626
October 26,Miaya Takazawa,character.php?id=97863
October 26,Rio Takeuchi,character.php?id=8759
October 27,Madoka Fujisaki,character.php?id=15680
October 27,Kou Kibiki,character.php?id=53094
October 27,Blue Mountain Aoyama,character.php?id=67557
October 27,Kunimitsu Ookura,character.php?id=82191
October 27,Higan,character.php?id=78337
October 27,Fumika Sagisawa,character.php?id=70371
October 27,Orochimaru,character.php?id=11806
October 27,Krul Tepes,character.php?id=73137
October 27,Nagisa Ran,character.php?id=83747
October 27,Arisa Ichigaya,character.php?id=78748
October 27,Hitsugi Kirigaya,character.php?id=66464
October 27,Break,character.php?id=78737
October 27,Sougetsu  Ma,character.php?id=54097
October 27,Haruka Hoshio,character.php?id=31495
October 27,Toki Atori,character.php?id=31496
October 27,Kurumi Ooshio,character.php?id=15944
October 27,Chinatsu Nagisa,character.php?id=18442
October 27,Dawn,character.php?id=16832
October 27,Hedwig Maxheim,character.php?id=29786
October 27,Himari Kazami,character.php?id=98364
October 27,Nagisa Azuma,character.php?id=98361
October 27,Rinka Kamiya,character.php?id=98363
October 27,Serina Ichinose,character.php?id=98362
October 28,Asami Hoshino,character.php?id=4377
October 28,Mei Ijuin,character.php?id=40828
October 28,Naoki Shinjyo,character.php?id=62820
October 28,Haruka Ogasawara,character.php?id=71852
October 28,Michie Matsumoto,character.php?id=72391
October 28,Livebearer,character.php?id=77511
October 28,Mahiru Kasumi,character.php?id=77531
October 28,Ryofu Housen,character.php?id=14996
October 28,Kanata Kurosu,character.php?id=5472
October 28,Silabus,character.php?id=24333
October 28,Azusa Mukami,character.php?id=66182
October 28,Ferris Eris,character.php?id=22190
October 28,Ramon Victorino,character.php?id=81466
October 28,Elel,character.php?id=77170
October 28,Tokugawa Yoshinobu,character.php?id=86847
October 28,Ooji Karasuma,character.php?id=21731
October 29,Samon Takamizawa,character.php?id=10160
October 29,Coco,character.php?id=50074
October 29,Mitsunaga Oda,character.php?id=68268
October 29,Maika Mizukoshi,character.php?id=284
October 29,Haruruko Mikogami,character.php?id=74095
October 29,Douhan Hirasaka,character.php?id=75456
October 29,Gu-sung Choe,character.php?id=75899
October 29,Trista Meioh,character.php?id=12381
October 29,Sailor Pluto,character.php?id=12375
October 29,Kiibo/K1-B0,character.php?id=79478
October 29,Krillin,character.php?id=16220
October 29,Lemrina Vers Envers,character.php?id=71526
October 29,Isuzu,character.php?id=70821
October 29,Rin Shiretoko,character.php?id=76765
October 29,Kuugo Sakamata,character.php?id=90829
October 29,Hitoshi Fujita,character.php?id=33419
October 29,Alisa Takakura,character.php?id=60278
October 29,Saya Hinamori,character.php?id=90981
October 29,Athrun Zala,character.php?id=23769
October 29,Athrun Zala,character.php?id=9799
October 29,Naoya,character.php?id=39237
October 29,Kuriko Kazetsubaki,character.php?id=12695
October 29,Chigusa Tsukikage,character.php?id=42341
October 29,Hardner,character.php?id=38999
October 29,Rin Haruka,character.php?id=65785
October 29,Mashymre Cello,character.php?id=60893
October 29,Tomoe Misumi,character.php?id=62942
October 29,Mega Drive,character.php?id=81625
October 29,Samon Takamizawa,character.php?id=4206
October 29,Shinra Kusakabe,character.php?id=95912
October 29,Saizou Hattori,character.php?id=43778
October 30,Kaya Fruhling,character.php?id=54736
October 30,Issei Suo,character.php?id=50034
October 30,Anna Yashima,character.php?id=1170
October 30,Tomoya Okazaki,character.php?id=20573
October 30,Honoka Hiiragi,character.php?id=71670
October 30,Fumikage Tokoyami,character.php?id=76751
October 30,Kamuri Sengoku,character.php?id=84942
October 30,Kokone Nagaoka,character.php?id=88702
October 30,Rhadamanthys,character.php?id=62345
October 30,Haruto Kirishima,character.php?id=44157
October 30,Sendai,character.php?id=70824
October 30,Matsukaze,character.php?id=82866
October 30,Alicia Florence,character.php?id=4180
October 30,Shu Itsuki,character.php?id=81996
October 30,Lisa Cayce Foster,character.php?id=25076
October 30,Kappa,character.php?id=38840
October 30,Hisato Harigaya,character.php?id=76575
October 30,Manabu Kobayashi,character.php?id=40896
October 30,Soi,character.php?id=11083
October 30,Natsuho Ikeguchi,character.php?id=15956
October 30,Rin Koshimizu,character.php?id=17004
October 30,Kuuga Sakurai,character.php?id=24147
October 30,Kyo Sawagi,character.php?id=59958
October 30,Kyo Sawagi,character.php?id=32193
October 30,Shinze Kamiu,character.php?id=39754
October 30,Rin Takami,character.php?id=10626
October 30,Alexander Vorg Zangief,character.php?id=35901
October 30,Domino,character.php?id=47741
October 30,Naomi,character.php?id=30648
October 30,Lev Haiba,character.php?id=75183
October 30,Asaya Hasekura,character.php?id=82372
October 30,Seiya Hazuki,character.php?id=58105
October 30,Kaoru Hanawa,character.php?id=22817
October 30,Tatsuya Himuro,character.php?id=67772
October 30,Kaede Furutani,character.php?id=28432
October 30,Magra,character.php?id=47647
October 30,Derieri,character.php?id=99282
October 30,Kaguya Luna,character.php?id=100382
October 30,Laffey,character.php?id=89677
October 31,Cecil Aijima,character.php?id=50586
October 31,Misteltein,character.php?id=84277
October 31,L Lawliet,character.php?id=12873
October 31,Kuuko Shirase,character.php?id=87344
October 31,Ruby Rose,character.php?id=89040
October 31,Dee Jay,character.php?id=48526
October 31,Rachel Alucard,character.php?id=24118
October 31,Momo Karuizawa,character.php?id=85954
October 31,Slayer,character.php?id=10654
October 31,Yura,character.php?id=49654
October 31,Miia,character.php?id=69311
October 31,Kyuuoto Amagi,character.php?id=23941
October 31,Reiko Haga,character.php?id=9852
October 31,Shou Tokugawa,character.php?id=76902
October 31,Ferid Bathory,character.php?id=71088
October 31,Hendrickson,character.php?id=76733
October 31,Hendrickson (demon form),character.php?id=36051
October 31,Hendrickson (young),character.php?id=79005
October 31,Ragtliffe Verhoeven,character.php?id=32741
October 31,Gretel,character.php?id=74032
October 31,Ayari Hinomiya,character.php?id=51410
October 31,Yuuko Kagami,character.php?id=51418
October 31,Drei,character.php?id=85460
October 31,Amane Sumeragi,character.php?id=14174
October 31,Eriseru Harouzu,character.php?id=31493
October 31,Anri Sonohara,character.php?id=21491
October 31,Ernesta Kuhne,character.php?id=75542
October 31,Otabek Altin,character.php?id=78029
October 31,Sebastian Michaelis,character.php?id=15501
October 31,Touya Aikawa,character.php?id=80593
October 31,Wish / Prince Chris,character.php?id=39263
October 31,Shun Ogawa,character.php?id=35322
October 31,Yuu Kashima,character.php?id=68374
October 31,Kuromi,character.php?id=30645
October 31,Yurika Kochikaze,character.php?id=18294
October 31,Tae Shimura,character.php?id=15631
October 31,Kyouta Tsubaki ,character.php?id=56298
October 31,Rika Tsuwabuki,character.php?id=84420
October 31,Atticus Rhodes,character.php?id=29175
October 31,Toyama,character.php?id=78398
October 31,Barnaby Brooks Jr.,character.php?id=24422
October 31,Yurine Hanazono,character.php?id=91100
October 31,Hiiragi,character.php?id=20876
October 31,Yousuke Fuuma,character.php?id=25472
October 31,Narumi Fujishima,character.php?id=25792
October 31,Whitey Bay,character.php?id=48050
October 31,Fiore Brunelli,character.php?id=92772
October 31,Edogawabashi Michi,character.php?id=93016
October 31,Rick,character.php?id=93767
October 31,Grim Rick,character.php?id=93768
October 31,Yuzu Roromori,character.php?id=95911
October 31,Tengen Uzui,character.php?id=98971
October 31,Yozora Mel,character.php?id=100392
November 9 ,Yuuki Kirishima,character.php?id=72383
November 1,Eriko Futami,character.php?id=5292
November 1,Mea Kurosaki,character.php?id=63725
November 1,Okiyo,character.php?id=74695
November 1,Itsuki Kagami,character.php?id=57411
November 1,Rika Shuukaidou,character.php?id=76421
November 1,Rindou Yaya,character.php?id=78051
November 1,Genki Aoyama,character.php?id=81976
November 1,Yuuki Aoyama,character.php?id=81975
November 1,Deathgoro,character.php?id=77840
November 1,Rin Hoshizora,character.php?id=56650
November 1,Akeno Onodera,character.php?id=83605
November 1,Yoriko Mitake,character.php?id=87474
November 1,Elisabeth Blanctorche,character.php?id=29348
November 1,Chojuro,character.php?id=48671
November 1,Tamamo Sakuraba,character.php?id=46256
November 1,Yume Kuonji,character.php?id=1041
November 1,Kawakaze,character.php?id=82861
November 1,Tanikaze,character.php?id=71126
November 1,Musashi,character.php?id=71118
November 1,Anko Tsubuzaki,character.php?id=79663
November 1,Louise Halevy,character.php?id=13839
November 1,Mrs. Halevy,character.php?id=86764
November 1,Gido,character.php?id=62217
November 1,Hinata Kagura,character.php?id=8542
November 1,Ao,character.php?id=40397
November 1,Makubex,character.php?id=31638
November 1,Setsura,character.php?id=42840
November 1,Ayaka Ikemiya,character.php?id=21924
November 1,Meru Izumi,character.php?id=62313
November 1,Louise Yui Sannomiya (Saryu),character.php?id=30280
November 1,Iktidal,character.php?id=62457
November 1,Yukie Jounouchi,character.php?id=30563
November 1,Uro,character.php?id=43080
November 1,Subaru,character.php?id=24258
November 1,Doctor (Kosuke Kanzaki),character.php?id=15347
November 1,Misaki Tokura,character.php?id=23349
November 1,Kanata Sanada,character.php?id=29553
November 1,Masakazu Ichijou,character.php?id=22655
November 1,Mike Zacharias,character.php?id=63474
November 1,Nile Dok,character.php?id=68699
November 1,Ganji Nishimoto,character.php?id=25829
November 1,Romero,character.php?id=91399
November 1,Miranda,character.php?id=93804
November 1,Ena Sakura,character.php?id=94631
November 1,Shihai Kuroiro,character.php?id=91236
November 1,Kuji Toi,character.php?id=93696
November 1,Iroha Sakuraba,character.php?id=98012
November 1,Yuu Yuzuki,character.php?id=98280
November 1,Setsuna Saizuki,character.php?id=27350
November 1,Queen Beryl,character.php?id=12357
November 1,Cleveland,character.php?id=89694
November 2,Megumi Natsu,character.php?id=67299
November 2,Nico,character.php?id=71238
November 2,Fumio Murakami,character.php?id=70146
November 2,Reiri Fuyumi / Milady,character.php?id=71338
November 2,Mion Kuromine,character.php?id=72376
November 2,Nene Amagase,character.php?id=76514
November 2,Squigly,character.php?id=84145
November 2,Kuon Niwa,character.php?id=84316
November 2,Marie Antoinette,character.php?id=51303
November 2,Aria,character.php?id=16807
November 2,Hayate Gekkou,character.php?id=11044
November 2,Aki Kashii,character.php?id=84156
November 2,Rei Sakuma,character.php?id=81902
November 2,Izumi Sena,character.php?id=81941
November 2,Daryl Dodge,character.php?id=64926
November 2,Melissa Mao,character.php?id=11788
November 2,Hake,character.php?id=29897
November 2,Madoka Otowa ,character.php?id=16617
November 2,Sengoku Akira,character.php?id=52495
November 2,Takumi Rindou,character.php?id=74022
November 2,Kousuke Ochi,character.php?id=79754
November 2,Soara,character.php?id=32602
November 2,Uzumi Nara Athha,character.php?id=64415
November 2,Maho Hiyajo,character.php?id=73625
November 2,Kaname Nikaidou,character.php?id=12188
November 2,Ran Himegi,character.php?id=97498
November 2,Mashiro Mikagari,character.php?id=98066
November 2,Hayato Tokisaka,character.php?id=99132
November 3,Haruko Kamio,character.php?id=45
November 3,Sumire Misaki,character.php?id=846
November 3,Yuu Kouda,character.php?id=139
November 3,Silvio Wenzel,character.php?id=28408
November 3,Aiko Niwa,character.php?id=56982
November 3,Ryunosuke Miyaji,character.php?id=23276
November 3,Mikan Yuuki,character.php?id=19726
November 3,Rika,character.php?id=83767
November 3,Shinji Ibu,character.php?id=26902
November 3,Sapphire Kawashima,character.php?id=71162
November 3,Yugao Uzuki,character.php?id=54005
November 3,Edmond Honda,character.php?id=48546
November 3,Yamashiro,character.php?id=70785
November 3,Sayoko Komaki,character.php?id=65264
November 3,Seong Mi-na,character.php?id=19737
November 3,Kaoru Hakaze,character.php?id=81901
November 3,Maya Yamato,character.php?id=81903
November 3,Chikage,character.php?id=249
November 3,Maguri Tsuijimiya,character.php?id=49902
November 3,Yuuki Himuro,character.php?id=31257
November 3,Yuki Kusakabe,character.php?id=16814
November 3,Masami Ogawa,character.php?id=62317
November 3,Nanoka Ishihara,character.php?id=1611
November 3,Kagura,character.php?id=12967
November 3,Kokoa Shuzen,character.php?id=20034
November 3,Kokoa Shuzen (young),character.php?id=60920
November 3,Erika Karisawa,character.php?id=23768
November 3,Haruto Tsukigami,character.php?id=76705
November 3,Hayato Mikogami,character.php?id=40237
November 3,Armin Arlelt,character.php?id=60980
November 3,Hiroaki Ishiyama,character.php?id=61269
November 3,Tae,character.php?id=47363
November 3,Mikan Hinatsuki,character.php?id=95898
November 3,Yamashiro,character.php?id=89897
November 4,Mikoto Minagi,character.php?id=661
November 4,Ranga Okanejima,character.php?id=2883
November 4,Momiji Iwama,character.php?id=75452
November 4,Mai Kiyora,character.php?id=41024
November 4,Kyouka Izumi,character.php?id=76222
November 4,Makoto Kenzaki / Cure Sword,character.php?id=58243
November 4,Subaru Sakamaki,character.php?id=42405
November 4,Hatsushimo,character.php?id=70923
November 4,Hibiya Amamiya,character.php?id=48514
November 4,Rola Sakuraba,character.php?id=76882
November 4,Cellaria Markelight,character.php?id=10188
November 4,Inugami,character.php?id=42811
November 4,Haru Kasukabe,character.php?id=19995
November 4,Erika Suouin / Rio Nogami,character.php?id=56369
November 4,Stone River / Souseki Ishinagare,character.php?id=22825
November 4,Stone River / Souseki Ishinagare,character.php?id=26016
November 4,Kaito Tsukigami,character.php?id=73436
November 4,Taichi Nakanishi,character.php?id=81210
November 4,Akasha Shishidou,character.php?id=39727
November 4,Ayane Kumanomidou,character.php?id=97993
November 5,Akisame Kouetsuji,character.php?id=13271
November 5,Naaza,character.php?id=51677
November 5,Silvia Maruyama,character.php?id=75524
November 5,Dorothy Haze,character.php?id=84261
November 5,Katsuragi,character.php?id=53275
November 5,MEIKO,character.php?id=22160
November 5,Miki Jounouchi,character.php?id=62828
November 5,ChiChi,character.php?id=16325
November 5,Chi Chi,character.php?id=38662
November 5,Asagumo,character.php?id=71142
November 5,Makigumo,character.php?id=71053
November 5,Caesar,character.php?id=36975
November 5,Marceline F. Mercury,character.php?id=85453
November 5,Kitsukawa Shougo,character.php?id=55557
November 5,Hayato Kamitani,character.php?id=85078
November 5,Yami Ringosama,character.php?id=78442
November 5,Rino Tanaka,character.php?id=76629
November 5,Kaede Azusagawa,character.php?id=91322
November 5,Dom,character.php?id=99003
November 5,Alois Trancy,character.php?id=24110
November 6,Meiling,character.php?id=430
November 6,Kei Shinomiya,character.php?id=39839
November 6,Yuriko Shiobara,character.php?id=75222
November 6,Momoko Suou,character.php?id=75375
November 6,Chinatsu Yoshikawa ,character.php?id=26355
November 6,Souma Yukihira,character.php?id=71858
November 6,Shion Kyouzuka,character.php?id=84946
November 6,Rie Mihama,character.php?id=85339
November 6,Dio Jyunyou Weinburg,character.php?id=65577
November 6,Kosame Amagai,character.php?id=90610
November 6,Masato Inohara,character.php?id=14250
November 6,Akane Sonozaki,character.php?id=4264
November 6,Ishida Mitsunari,character.php?id=90134
November 6,Reiichi Himuro,character.php?id=40994
November 6,Yae Kousaka,character.php?id=30604
November 6,Miyo Sakurai,character.php?id=30584
November 6,Calem,character.php?id=66767
November 7,'Rockin'' Robin',character.php?id=52904
November 7,Retoree,character.php?id=71950
November 7,Chitose Nanbu,character.php?id=9884
November 7,Tristan,character.php?id=76011
November 7,Snipe,character.php?id=81027
November 7,Ako Suminoe,character.php?id=20464
November 7,Riko Suminoe,character.php?id=20465
November 7,Akebono,character.php?id=70882
November 7,Yousetsu Awase,character.php?id=90650
November 7,Misae Munakata,character.php?id=1291
November 7,Manami Okuda,character.php?id=70251
November 7,Shiho Nagaoka,character.php?id=16853
November 7,Naoto Suzukawa,character.php?id=60172
November 7,Hibiki Kohaku,character.php?id=83594
November 7,Miku Kohinata,character.php?id=36180
November 7,Chiaki Tanimura,character.php?id=52461
November 7,Matsuri Sengen,character.php?id=67854
November 7,Vino von Ronzado,character.php?id=85158
November 7,Ryuudou Fujimi,character.php?id=22662
November 7,Indianapolis,character.php?id=89702
November 7,Linhardt,character.php?id=96745
November 7,Taichi Kawagoe,character.php?id=97844
November 7,Le Temeraire,character.php?id=91539
November 7,Mayu Ikegai,character.php?id=98058
November 7,Mugi Ienaga,character.php?id=101872
November 8,Yoshiki Kishinuma,character.php?id=31365
November 8,Chizuru Inamori,character.php?id=71429
November 8,Riele Anderson,character.php?id=71672
November 8,Shota Aizawa,character.php?id=77846
November 8,Taichi Fujisaki,character.php?id=84087
November 8,Hugh the Dark Algernon III,character.php?id=78335
November 8,Kyoshiro Nagumo,character.php?id=62838
November 8,Pan,character.php?id=19318
November 8,Pan,character.php?id=68525
November 8,Sasori,character.php?id=15136
November 8,Leila Malkal,character.php?id=50748
November 8,Milo,character.php?id=62541
November 8,Rice-kun,character.php?id=79073
November 8,Joe,character.php?id=77603
November 8,Oboro,character.php?id=70881
November 8,Maya,character.php?id=70875
November 8,Niho Hinomiya,character.php?id=79135
November 8,Kanu Unchou,character.php?id=14995
November 8,Yu Yamanami,character.php?id=10198
November 8,Kyoko Hazuki,character.php?id=11992
November 8,Kuhn,character.php?id=24338
November 8,Riku Kasuga,character.php?id=39463
November 8,Emi Sagara,character.php?id=77385
November 8,Bianchi,character.php?id=13497
November 8,Margaret Mitchell,character.php?id=89431
November 8,Rina Sakai,character.php?id=66316
November 8,Ryou Amagi,character.php?id=92900
November 8,Shun Nanami,character.php?id=98890
November 8,Nozomi Yumehara,character.php?id=12837
November 8,Cure Dream,character.php?id=73921
November 8,Maya,character.php?id=89894
November 8,Mikasa,character.php?id=89959
November 9,Hikari Kuroda,character.php?id=2474
November 9,Nakama Teruma,character.php?id=78778
November 9,Honami Himekawa,character.php?id=81254
November 9,Mayu Shimada,character.php?id=64955
November 9,Sayoko Shinozaki,character.php?id=9966
November 9,Dodo,character.php?id=69201
November 9,Yamagata,character.php?id=18063
November 9,Nagato,character.php?id=70445
November 9,Nae Tennouji,character.php?id=22126
November 9,Ron Glace,character.php?id=39040
November 9,Kumi Ijichi,character.php?id=23639
November 9,Valery Jacquard,character.php?id=24898
November 9,Haruna Mizuki,character.php?id=40944
November 9,Utau Hoshina,character.php?id=12786
November 9,Nozomu Nanase,character.php?id=91153
November 9,Gilberto Gilborbo,character.php?id=18444
November 9,Isami Kondo,character.php?id=21511
November 9,Kondou Isami,character.php?id=86839
November 9,Natsuki Mariya,character.php?id=76256
