id,birthday,name,profile_url,anime_title
10803,December 3,Mikan Kise,character.php?id=81973,
10804,December 3,Rin Tooyama,character.php?id=77461,
10805,December 3,Renge Miyauchi,character.php?id=64049,
10806,December 3,Himiko Yumeno,character.php?id=79475,
10807,December 3,Shuuta Sugino,character.php?id=89189,
10808,December 3,Chihiro Kosaka,character.php?id=23489,
10809,December 3,Dorothy Albright,character.php?id=13232,
10810,December 3,Bellemare,character.php?id=23892,
10811,December 3,Doctrine Dark,character.php?id=80152,
10812,December 3,Merlin,character.php?id=76736,
10813,December 3,Manan,character.php?id=77591,
10814,December 3,Soujiro Nishikado,character.php?id=40806,
10815,December 3,Sasami Sasasegawa,character.php?id=14252,
10816,December 3,Harumi Kouno,character.php?id=15032,
10817,December 3,Reiji Tokisaka,character.php?id=12000,
10818,December 3,Azusa Sakonji,character.php?id=23636,
10819,December 3,Kii Saegusa,character.php?id=72430,
10820,December 3,Tsukihiko Amou,character.php?id=74159,
10821,December 3,Kei Ootsuru,character.php?id=15941,
10822,December 3,Nagi Sanzenin,character.php?id=7962,
10823,December 3,Shouichi Irie,character.php?id=18958,
10824,December 3,Sylvia Silkcut,character.php?id=77664,
10825,December 3,Miyako Amanogawa,character.php?id=9890,
10826,December 3,Mikan,character.php?id=20919,
10827,December 3,Kotone Shiino,character.php?id=92556,
10828,December 3,Rin Ominae,character.php?id=97885,
10829,December 3,Hifumi Saijou,character.php?id=99082,
10830,December 3,Hitomi Toono,character.php?id=99136,
10831,December 3,Shintaro Kuno,character.php?id=43825,
10832,December 3,Nina Sakura ,character.php?id=15814,
10833,December 3,Guido Mista,character.php?id=91353,
10834,December 4,Ryouka Yuuki,character.php?id=5070,
10835,December 4,Let Dahaka,character.php?id=20656,
10836,December 4,Asuka Langley Soryu,character.php?id=10712,
10837,December 4,Sarah McDougal,character.php?id=4397,
10838,December 4,Chino Kafuu,character.php?id=66337,
10839,December 4,Kazutaka Muraki,character.php?id=19444,
10840,December 4,Kanade Tsukishiro,character.php?id=77530,
10841,December 4,SF-A2 Miki,character.php?id=20522,
10842,December 4,Masaharu NIOU,character.php?id=25164,
10843,December 4,Dan Katou,character.php?id=13858,
10844,December 4,Torpedo Girl,character.php?id=60881,
10845,December 4,Touko Kazama,character.php?id=3457,
10846,December 4,Let Javad Dahaka,character.php?id=38993,
10847,December 4,Tae Hanazono,character.php?id=78745,
10848,December 4,Okada,character.php?id=53291,
10849,December 4,Hikaru Midoukane,character.php?id=34049,
10850,December 4,Silfa,character.php?id=15038,
10851,December 4,Akuram,character.php?id=8983,
10852,December 4,Kazuma Suzuka,character.php?id=40991,
10853,December 4,Miboshi,character.php?id=11079,
10854,December 4,Tsurara Shirayuki (young),character.php?id=60922,
10855,December 4,Tsurara Shirayuki,character.php?id=60917,
10856,December 4,Unato Ema Seiran,character.php?id=37904,
10857,December 4,Megumin,character.php?id=75490,
10858,December 4,Yuki Kaai,character.php?id=20523,
10859,December 4,Goten,character.php?id=16208,
10860,December 5,Shiki Kagurazaka,character.php?id=72563,
10861,December 5,Hina Natsume,character.php?id=71491,
10862,December 5,Asuka Azumabashi,character.php?id=72499,
10863,December 5,Ryou Sawamura,character.php?id=73928,
10864,December 5,Ryuji Kanzaki,character.php?id=82430,
10865,December 5,Chrome Dokuro,character.php?id=18944,
10866,December 5,Chung,character.php?id=79747,
10867,December 5,Lita Kino,character.php?id=12346,
10868,December 5,Sailor Jupiter,character.php?id=12368,
10869,December 5,Kum Haehyun,character.php?id=83563,
10870,December 5,Inojin Yamanaka,character.php?id=75767,
10871,December 5,Lelouch Lamperouge,character.php?id=9956,
10872,December 5,Lelouch Lamperouge (young),character.php?id=68956,
10873,December 5,The Mad Hatter,character.php?id=69181,
10874,December 5,Zero,character.php?id=9974,
10875,December 5,Tenma,character.php?id=52930,
10876,December 5,Crowley Eusford,character.php?id=73135,
10877,December 5,Tina,character.php?id=62194,
10878,December 5,Pola,character.php?id=82870,
10879,December 5,Masaki Mizushima,character.php?id=82782,
10880,December 5,Lasagna,character.php?id=39035,
10881,December 5,Reiji Moritsugu,character.php?id=65097,
10882,December 5,Ayane,character.php?id=248,
10883,December 5,Soujirou Agata,character.php?id=25787,
10884,December 5,Haru Okumura,character.php?id=79600,
10885,December 5,Kasumi Yoshino,character.php?id=3512,
10886,December 5,Chaos,character.php?id=89439,
10887,December 5,Gueldre Poizot,character.php?id=89607,
10888,December 5,Chung (Deadly Chaser),character.php?id=82789,
10889,December 5,Chung (Fury Guardian),character.php?id=82786,
10890,December 5,Chung (Iron Paladin),character.php?id=82787,
10891,December 5,Chung (Shelling Guardian),character.php?id=82790,
10892,December 5,Chung (Shooting Guardian),character.php?id=82788,
10893,December 5,Chung (Tactical Trooper),character.php?id=82791,
10894,December 5,Keiji Akaashi,character.php?id=85032,
10895,December 5,Vany,character.php?id=93794,
10896,December 5,Grim Vany,character.php?id=93795,
10897,December 5,Mayu,character.php?id=49200,
10898,December 6,Fuka Narutaki,character.php?id=13452,
10899,December 6,Fumika Narutaki,character.php?id=13453,
10900,December 6,Mishio Amano,character.php?id=112,
10901,December 6,Luca,character.php?id=34431,
10902,December 6,Nico,character.php?id=50381,
10903,December 6,Yun Iijima,character.php?id=77459,
10904,December 6,Mario,character.php?id=84268,
10905,December 6,Maya Kisaragi,character.php?id=89158,
10906,December 6,Ibuki,character.php?id=77614,
10907,December 6,Chihiro Shiomi,character.php?id=90626,
10908,December 6,Aisia,character.php?id=39717,
10909,December 6,Guila,character.php?id=70849,
10910,December 6,Tina Armstrong,character.php?id=82905,
10911,December 6,Gyuuki ,character.php?id=22238,
10912,December 6,Umewakamaru,character.php?id=81939,
10913,December 6,Umewakamaru (young),character.php?id=81938,
10914,December 6,Chie Harada,character.php?id=15011,
10915,December 6,Hiroto Maehara,character.php?id=70230,
10916,December 6,Ririko Hatano,character.php?id=51411,
10917,December 6,Ryuto Asamiya,character.php?id=50981,
10918,December 6,Lykos,character.php?id=84041,
10919,December 6,Yuri Inuwashi,character.php?id=81956,
10920,December 6,Irene Urzaiz,character.php?id=76655,
10921,December 6,Naoko Anekouji,character.php?id=72762,
10922,December 6,Kirsti Ylianttila,character.php?id=72763,
10923,December 6,Petra Ral,character.php?id=63624,
10924,December 6,Irma Walder,character.php?id=29773,
10925,December 6,Fuyumi Todoroki,character.php?id=90903,
10926,December 6,Alma Karma,character.php?id=42187,
10927,December 6,Amagi,character.php?id=93157,
10928,December 7,Sekai Saionji,character.php?id=2472,
10929,December 7,Norika Mizuyama,character.php?id=75820,
10930,December 7,Akiko Yosano,character.php?id=76217,
10931,December 7,Kazari Saionji,character.php?id=76745,
10932,December 7,Yuri Sakazaki,character.php?id=29247,
10933,December 7,Poison,character.php?id=77490,
10934,December 7,Mina Hinomori,character.php?id=32570,
10935,December 7,Yuu Inagawa,character.php?id=9855,
10936,December 7,Fubuki Todou,character.php?id=61941,
10937,December 7,Pullum Purna,character.php?id=80170,
10938,December 7,Paul Radhabinod,character.php?id=3443,
10939,December 7,Sadone,character.php?id=79659,
10940,December 7,Hizuki Ayaka,character.php?id=24725,
10941,December 7,Mizore Shirayuki,character.php?id=20038,
10942,December 7,Hairein,character.php?id=74147,
10943,December 7,Hatoko Kobayashi,character.php?id=15670,
10944,December 7,Yuniko Kouzuki,character.php?id=46108,
10945,December 7,Genzo Wakabayashi,character.php?id=59513,
10946,December 7,Yukime,character.php?id=39151,
10947,December 7,Kouha Kannei,character.php?id=16291,
10948,December 7,Minako Okukawa,character.php?id=78040,
10949,December 7,Rico Brzenska,character.php?id=63981,
10950,December 7,Rozeluxe Meitzen,character.php?id=80731,
10951,December 7,Kiana Kaslana,character.php?id=92945,
10952,December 7,Elf Yamada,character.php?id=80158,
10953,December 7,Nozomu Nanashima,character.php?id=52045,
10954,December 7,Muscular,character.php?id=84227,
10955,December 7,Shiori Ichinose,character.php?id=100034,
10956,December 7,Terra,character.php?id=85938,
10957,December 7,Tartu,character.php?id=101943,
10958,December 8,Misato Katsuragi,character.php?id=10710,
10959,December 8,Airi Totoki,character.php?id=70338,
10960,December 8,Yukiko Amagi,character.php?id=19296,
10961,December 8,Mian,character.php?id=80186,
10962,December 8,Misaki Kurosu,character.php?id=31594,
10963,December 8,Asakaze,character.php?id=82739,
10964,December 8,Graf Zeppelin,character.php?id=82802,
10965,December 8,Jintsuu,character.php?id=70825,
10966,December 8,Yosaku,character.php?id=62234,
10967,December 8,Chieri Sono,character.php?id=43684,
10968,December 8,Saki Shizukume ,character.php?id=84493,
10969,December 8,Ria Katsuragi,character.php?id=58979,
10970,December 8,Kazuyuki Akagi,character.php?id=41090,
10971,December 8,Cynthia Landlavizar,character.php?id=14978,
10972,December 8,Nene Fukaya,character.php?id=94982,
10973,December 8,Graf Zeppelin,character.php?id=89922,
10974,December 8,Piko Utatane,character.php?id=31701,
10975,December 8,Arisu Sagisawa,character.php?id=98191,
10976,December 8,Alice,character.php?id=98188,
10977,December 8,Shiro Kohaku,character.php?id=98206,
10978,December 8,Murasaki Shion,character.php?id=100397,
10979,December 8,Sano Kyouko,character.php?id=100832,
10980,December 8,Pierce Carradine,character.php?id=52346,
10981,December 8,Gneisenau,character.php?id=89920,
10982,December 8,Jintsuu,character.php?id=89954,
10983,December 9,Koyuki,character.php?id=32603,
10984,December 9,Shinya Yanagisawa,character.php?id=26905,
10985,December 9,Keiko Takamura,character.php?id=9071,
10986,December 9,Uwabami,character.php?id=82780,
10987,December 9,Chiya Suzuno,character.php?id=84163,
10988,December 9,Hozumi Kohinata,character.php?id=75504,
10989,December 9,Touko Obara,character.php?id=30603,
10990,December 9,Hiroomi Souma,character.php?id=21334,
10991,December 9,Kyouko Inaba,character.php?id=39148,
10992,December 9,Saki Iwasawa,character.php?id=60928,
10993,December 9,Shinonome Yukio,character.php?id=86845,
10994,December 9,Kuji Chikai,character.php?id=93702,
10995,December 9,Rin Sohma,character.php?id=24156,
10996,December 9,Saga Bergman,character.php?id=11746,
10997,December 10,Kaori Tsukishima,character.php?id=931,
10998,December 10,Sagiri Izumi,character.php?id=80155,
10999,December 10,Isabella Valentine,character.php?id=19708,
11000,December 10,Hiroshi Wakato,character.php?id=26912,
11001,December 10,Souji Ike,character.php?id=69792,
11002,December 10,Ritsuo Shojin,character.php?id=62023,
11003,December 10,Sayaka Nagase,character.php?id=10195,
11004,December 10,Shiro,character.php?id=76155,
11005,December 10,Robin Hood,character.php?id=54452,
11006,December 10,Chai Tienuen,character.php?id=19993,
11007,December 10,Christina Dorn,character.php?id=24892,
11008,December 10,Touko Yukimura,character.php?id=67431,
11009,December 10,Sena Kuroi,character.php?id=66806,
11010,December 10,Souma Ichijou,character.php?id=21074,
11011,December 10,Tsubaki Sakurazaka,character.php?id=25377,
11012,December 10,Flay Gunnar,character.php?id=50108,
11013,December 10,Flay Gunnar,character.php?id=80746,
11014,December 10,Rio Nurasaka,character.php?id=92712,
11015,December 10,Sayaka Ichinose,character.php?id=93194,
11016,December 10,Bloom,character.php?id=85798,
11017,December 10,Maho Narutaki,character.php?id=95071,
11018,December 10,Shizuku Yuunagi,character.php?id=97949,
11019,December 10,Miki Naoki,character.php?id=73548,
11020,December 11,Rin Azuma,character.php?id=5428,
11021,December 11,Takaya Abe,character.php?id=5489,
11022,December 11,Deep Snow,character.php?id=38982,
11023,December 11,Jin Sagami,character.php?id=82004,
11024,December 11,Celenike Icecolle Yggdmillennia,character.php?id=81703,
11025,December 11,Makoto Minazuki,character.php?id=18455,
11026,December 12,Chuutarou Kumo,character.php?id=69730,
11027,December 12,Fuu Hououji,character.php?id=17655,
11028,December 12,Otome Kurogawa,character.php?id=3184,
11029,December 12,Tatsuya Asagiri,character.php?id=10163,
11030,December 12,Emiri Fujima,character.php?id=74458,
11031,December 12,Kakeru Shiwasu,character.php?id=77526,
11032,December 12,Syuko Shiomi,character.php?id=78043,
11033,December 12,Kyo Kusanagi,character.php?id=29261,
11034,December 12,Shouichi Kazama,character.php?id=14159,
11035,December 12,Tamotsu Kaneda,character.php?id=77415,
11036,December 12,Ibrahim Dahl,character.php?id=48211,
11037,December 12,Kouta Izumi,character.php?id=87520,
11038,December 12,Yun,character.php?id=62188,
11039,December 12,Shuuji Ozu,character.php?id=25060,
11040,December 12,Yuuko Ooshima,character.php?id=45906,
11041,December 12,Fuyumi Hirobe,character.php?id=62085,
11042,December 12,Yukihiko Naruse,character.php?id=24509,
11043,December 12,Kusakabe Takeichi,character.php?id=88819,
11044,December 12,Ovan,character.php?id=17261,
11045,December 12,Madoka Kazanami,character.php?id=45813,
11046,December 12,Sayuki_Kurobane,character.php?id=24225,
11047,December 12,Sayuki_Kurobane_,character.php?id=24224,
11048,December 12,Amane Wakouin,character.php?id=8340,
11049,December 12,Shizuku Natsume,character.php?id=2318,
11050,December 12,Lady Kayura,character.php?id=51681,
11051,December 12,Yumiko Miura,character.php?id=61944,
11052,December 12,Kentarou Oohama,character.php?id=68766,
11053,December 12,Momoka Sonokawa,character.php?id=42526,
11054,December 12,Sakura,character.php?id=81163,
11055,December 12,Otome Kurogane,character.php?id=10268,
11056,December 12,Seiji Kobayashi,character.php?id=57205,
11057,December 12,Goto,character.php?id=80742,
11058,December 12,Yang Yang,character.php?id=93781,
11059,December 12,Grim Yang Yang,character.php?id=93782,
11060,December 12,Bernadetta,character.php?id=96742,
11061,December 12,Nao Mashiba,character.php?id=74431,
11062,December 13,Ayane Himekami,character.php?id=62461,
11063,December 13,Ema Tajima,character.php?id=26583,
11064,December 13,Akane Akaza,character.php?id=62924,
11065,December 13,Harpy,character.php?id=84278,
11066,December 13,Platinum the Trinity,character.php?id=70046,
11067,December 13,Shimushu,character.php?id=82875,
11068,December 13,Hebi Shirubetto,character.php?id=39042,
11069,December 13,Hanna-Justina Marseille,character.php?id=68739,
11070,December 13,Kurotabou,character.php?id=26338,
11071,December 13,Haruka Tanikaze,character.php?id=62319,
11072,December 13,Yoshitsugu Oomura,character.php?id=33439,
11073,December 13,Waka Uzaki,character.php?id=76264,
11074,December 13,Relia,character.php?id=92776,
11075,December 13,Azusa Wataya,character.php?id=97714,
11076,December 13,Nakiri Ayame,character.php?id=100398,
11077,December 13,Auron,character.php?id=15750,
11078,December 13,Mello,character.php?id=16851,
11079,December 14,Rei Ryugazaki,character.php?id=61654,
11080,December 14,Naomi Nakashima,character.php?id=31364,
11081,December 14,Rui Nekotama,character.php?id=75874,
11082,December 14,Gundam Tanaka,character.php?id=61001,
11083,December 14,Ciel Phantomhive ,character.php?id=15498,
11084,December 14,Cassios,character.php?id=62686,
11085,December 14,Nadeshiko Benibara,character.php?id=13308,
11086,December 14,Kiso,character.php?id=70819,
11087,December 14,Haruna,character.php?id=70474,
11088,December 14,Natasha Zabigov,character.php?id=64627,
11089,December 14,Rock Adams,character.php?id=19747,
11090,December 14,Rintarou Okabe,character.php?id=23256,
11091,December 14,Lisa Shirakaba,character.php?id=75838,
11092,December 14,Shirou Kikuchihara,character.php?id=74040,
11093,December 14,Akira Touya,character.php?id=16154,
11094,December 14,Yuu Mukai,character.php?id=30609,
11095,December 14,Sakura Ushikubo,character.php?id=18299,
11096,December 14,Mejiro Nao,character.php?id=93019,
11097,December 14,Hoozuki Kurishima,character.php?id=95123,
11098,December 14,Shion Ogura,character.php?id=95900,
11099,December 14,Tooru Mutsuki,character.php?id=96036,
11100,December 14,Touta Matsuda,character.php?id=16860,
11101,December 14,Hornet,character.php?id=89724,
11102,December 15,Ami Matsuzaki,character.php?id=14806,
11103,December 15,Michiru Hinako,character.php?id=74697,
11104,December 15,Chitose Karasuma,character.php?id=78497,
11105,December 15,Koyuki Hinashi,character.php?id=78766,
11106,December 15,Towa Akagi,character.php?id=74608,
11107,December 15,Cure Scarlett,character.php?id=74502,
11108,December 15,Twilight,character.php?id=73187,
11109,December 15,Big Band,character.php?id=84146,
11110,December 15,Tsushima,character.php?id=84223,
11111,December 15,Hugo,character.php?id=78990,
11112,December 15,Yuuki Ashikaga,character.php?id=16494,
11113,December 15,Igusa,character.php?id=12545,
11114,December 15,Saber (Extra),character.php?id=38197,
11115,December 15,Miki Kurusu,character.php?id=23668,
11116,December 15,Elisa Dolittle Naruse,character.php?id=40890,
11117,December 15,Mayuka Miyamae,character.php?id=43581,
11118,December 15,Rika Manabe,character.php?id=223,
11119,December 15,Djibril,character.php?id=220,
11120,December 15,Yurina Mizuki,character.php?id=92840,
11121,December 15,Barret Wallace,character.php?id=35041,
11122,December 15,Leilani Kealoha,character.php?id=93082,
11123,December 15,Z23,character.php?id=89910,
11124,December 15,Ritsuki Tomose,character.php?id=98059,
11125,December 16,Iku Nakatani,character.php?id=75379,
11126,December 16,Nono Natsume,character.php?id=78604,
11127,December 16,Miho Kohinata,character.php?id=70340,
11128,December 16,Aki Yamato,character.php?id=77183,
11129,December 16,Michael Chain,character.php?id=2136,
11130,December 16,Kidomaru,character.php?id=13861,
11131,December 16,Asashio,character.php?id=70929,
11132,December 16,Meiya Mitsurugi,character.php?id=3504,
11133,December 16,Yuuhi Mitsurugi / Yuuhi Koubuin,character.php?id=3458,
11134,December 16,Takeru Shirogane,character.php?id=1293,
11135,December 16,Momoka Yamakaze,character.php?id=39462,
11136,December 16,Yasunobu Hattori,character.php?id=9985,
11137,December 16,Koiboshi Amasako,character.php?id=21752,
11138,December 16,Hana Isuzu,character.php?id=49065,
11139,December 16,Rokusuke Tooyama,character.php?id=98062,
11140,December 16,Tone Rion,character.php?id=36047,
11141,December 16,Tecna,character.php?id=85804,
11142,december 16,Kari Kamiya,character.php?id=17203,
11143,december 16,Kari Kamiya,character.php?id=44308,
11144,December 16,Eve Brea,character.php?id=52500,
11145,December 17,Io Naruko,character.php?id=70393,
11146,December 17,Anzu Obara,character.php?id=71729,
11147,December 17,Aoi Suminomiya,character.php?id=52180,
11148,December 17,Xeno Gerald,character.php?id=83785,
11149,December 17,Asagi Igawa,character.php?id=16073,
11150,December 17,Shop Manager,character.php?id=33487,
11151,December 17,Hokuto Hidaka,character.php?id=81685,
11152,December 17,Ban Midou,character.php?id=16095,
11153,December 17,Ui Kamikaze,character.php?id=11377,
11154,December 17,Ayame Kajou,character.php?id=73906,
11155,December 17,Subaru Hoshimi,character.php?id=7451,
11156,December 17,Yuki Asuma,character.php?id=97988,
11157,December 17,Yuna,character.php?id=13762,
11158,December 17,Yuna,character.php?id=22962,
11159,December 17,Rodney,character.php?id=89849,
11160,December 18,Ryo Kanzato,character.php?id=8677,
11161,December 18,Tomoya Aki,character.php?id=71506,
11162,December 18,Nagisa Sakaki,character.php?id=1173,
11163,December 18,Michiru Hyodo,character.php?id=70415,
11164,December 18,Heishi Otomaru,character.php?id=57414,
11165,December 18,Shingo Mikasa,character.php?id=76518,
11166,December 18,Paulette Hinai,character.php?id=76940,
11167,December 18,Chika Yokoyama,character.php?id=78870,
11168,December 18,Jellyfish,character.php?id=66398,
11169,December 18,Misao Aoyama,character.php?id=55535,
11170,December 18,Decapre,character.php?id=77610,
11171,December 18,Harukaze,character.php?id=82804,
11172,December 18,Kaede Yamabuki,character.php?id=79120,
11173,December 18,Christie,character.php?id=58714,
11174,December 18,MAIKA,character.php?id=70364,
11175,December 18,Natsumi Fujii,character.php?id=40999,
11176,December 18,Jin,character.php?id=81164,
11177,December 18,Moses,character.php?id=28888,
11178,December 18,Yuu Kusakabe,character.php?id=70352,
11179,December 18,Ushio Asaka,character.php?id=97839,
11180,December 18,Debidebi Debiru,character.php?id=101910,
11181,December 19,Shizuru Fujino,character.php?id=15007,
11182,December 19,Sunao Takahashi,character.php?id=71654,
11183,December 19,Yoshirou Hamada,character.php?id=70007,
11184,December 19,Bayonetta,character.php?id=77254,
11185,December 19,SPARTAN-458,character.php?id=86974,
11186,December 19,Keno Inusaka,character.php?id=56825,
11187,December 19,Mahiro Sendou,character.php?id=25058,
11188,December 19,Bantaro Chiyomatsu,character.php?id=76582,
11189,December 19,Haruka Mikami,character.php?id=59668,
11190,December 19,Cordelia Glauca,character.php?id=22828,
11191,December 19,Cordelia Glauca,character.php?id=26013,
11192,December 19,Kounoshin Hariya,character.php?id=41081,
11193,December 19,Haruka Narayama,character.php?id=12094,
11194,December 19,Ema Kashiwagi,character.php?id=94504,
11195,December 19,Yui Kodai,character.php?id=91239,
11196,December 19,Megumi Tadokoro,character.php?id=71857,
11197,December 19,Minato Kanou,character.php?id=98278,
11198,December 20,Ken Kaneki,character.php?id=68164,
11199,December 20,Seijuro Akashi,character.php?id=51898,
11200,December 20,Kishou Arima,character.php?id=69973,
11201,December 20,Azusa Kinose,character.php?id=23268,
11202,December 20,Ara,character.php?id=79739,
11203,December 20,Oboro,character.php?id=24845,
11204,December 20,Sakuya,character.php?id=24303,
11205,December 20,Ivan Perepelkina,character.php?id=72345,
11206,December 20,Barouhcruz,character.php?id=71525,
11207,December 20,Rin Eba,character.php?id=29138,
11208,December 20,Rin Eba,character.php?id=44158,
11209,December 20,Rin,character.php?id=62191,
11210,December 20,Ritsuka Suse,character.php?id=45107,
11211,December 20,Sae Miyazawa,character.php?id=45901,
11212,December 20,Tomoki Tachibana,character.php?id=78743,
11213,December 20,Serika Kurusugawa,character.php?id=16854,
11214,December 20,Tabane Shinonono,character.php?id=37373,
11215,December 20,Sergi,character.php?id=28181,
11216,December 20,Serika Nowa,character.php?id=59672,
11217,December 20,Mamoru Izawa,character.php?id=81211,
11218,December 20,Ibuki Aoi,character.php?id=69774,
11219,December 20,Raku Ichijo,character.php?id=64468,
11220,December 20,Samuel Linke-Jackson,character.php?id=63978,
11221,December 20,Ara (Apsara),character.php?id=88467,
11222,December 20,Ara (Apsara) (Celestial Fox),character.php?id=88468,
11223,December 20,Ara (Asura),character.php?id=49884,
11224,December 20,Ara (Celestial Fox Mode),character.php?id=79748,
11225,December 20,Ara (Devi),character.php?id=88469,
11226,December 20,Ara (Devi) (Celestial Fox),character.php?id=88470,
11227,December 20,Ara (Little Devil),character.php?id=82767,
11228,December 20,Ara (Little Hsien),character.php?id=82765,
11229,December 20,Ara (Little Specter),character.php?id=82769,
11230,December 20,Ara (Sakra Devanam),character.php?id=82766,
11231,December 20,Ara (Shiva),character.php?id=88471,
11232,December 20,Ara (Yama Raja),character.php?id=82768,
11233,December 20,Romauge Bremer,character.php?id=29614,
11234,December 20,Urd,character.php?id=7030,
11235,December 20,Dimitri,character.php?id=96746,
11236,December 20,Miyako Kouno,character.php?id=101280,
11237,December 20,Kanna Kizuchi,character.php?id=96657,
11238,December 21,Naoto Kagami,character.php?id=70153,
11239,December 21,Ritsuka Aoyagi,character.php?id=12853,
11240,December 21,Marie Adlai,character.php?id=89602,
11241,December 21,Erina Shindou,character.php?id=69964,
11242,December 21,HIkari Natsuki,character.php?id=76419,
11243,December 21,Juubee Yagyuu,character.php?id=88612,
11244,December 21,Kim Kaphwan,character.php?id=29253,
11245,December 21,Paiway Underberg,character.php?id=16338,
11246,December 21,Colonel,character.php?id=1040,
11247,December 21,Lemmy Miyauchi,character.php?id=16858,
11248,December 21,Ryuugetsu / Sakuya Nogami,character.php?id=56372,
11249,December 21,Kasumi Yuuki,character.php?id=90980,
11250,December 21,Ryodari,character.php?id=83811,
11251,December 21,Izuna Hazuki,character.php?id=39164,
11252,December 21,Yukiji,character.php?id=66716,
11253,December 21,Eri,character.php?id=85426,
11254,December 21,Io Kujou,character.php?id=97902,
11255,December 21,Mayuki Shiratori,character.php?id=97909,
11256,December 21,Javelin,character.php?id=89816,
11257,December 21,Oliver,character.php?id=47530,
11258,December 21,Misuzu Satonaka,character.php?id=99139,
11259,December 21,Tsubura Misono,character.php?id=99153,
11260,December 21,Takaomi Hiyama,character.php?id=99746,
11261,December 22,Minagi Tohno,character.php?id=50,
11262,December 22,Tobio Kageyama,character.php?id=65956,
11263,December 22,Mia Clementis,character.php?id=10156,
11264,December 22,Seiko Shinohara,character.php?id=31316,
11265,December 22,Ailane,character.php?id=78545,
11266,December 22,Yuusuke Nisaka,character.php?id=82342,
11267,December 22,Fuuka Yamagishi,character.php?id=19649,
11268,December 22,Parasoul,character.php?id=84136,
11269,December 22,CUL,character.php?id=31707,
11270,December 22,Yukari Yuzuki,character.php?id=35260,
11271,December 22,Avanna,character.php?id=56843,
11272,December 22,Hiromu Shinbo,character.php?id=8769,
11273,December 22,Gan Fall,character.php?id=48890,
11274,December 22,Nenohi,character.php?id=70921,
11275,December 22,Ikumi Oze,character.php?id=19059,
11276,December 22,Fujiwara no Takamichi,character.php?id=8988,
11277,December 22,Miku Kajiwara,character.php?id=77942,
11278,December 22,Mia Clementis,character.php?id=4204,
11279,December 22,Seifer Almasy,character.php?id=23102,
11280,December 23,Nanaka Takamiya,character.php?id=74649,
11281,December 23,Nayuki Minase,character.php?id=113,
11282,December 23,Chisa Hakosaki,character.php?id=12086,
11283,December 23,Motoka Nogisaka,character.php?id=13159,
11284,December 23,Hijiri Minowa,character.php?id=76024,
11285,December 23,Riri Ooyama,character.php?id=76469,
11286,December 23,Mafuyu Hoshikawa,character.php?id=83794,
11287,December 23,Marianna Priscilla,character.php?id=88417,
11288,December 23,Guile,character.php?id=48548,
11289,December 23,Marik Ishtar,character.php?id=19761,
11290,December 23,Tiffany Lords,character.php?id=85945,
11291,December 23,Yagyuu,character.php?id=53277,
11292,December 23,Ken Hidaka,character.php?id=26186,
11293,December 23,Ryoga Echizen,character.php?id=25713,
11294,December 23,Franz Heinel,character.php?id=62827,
11295,December 23,Sinobu Amou,character.php?id=90391,
11296,December 23,Bismarck Waldstien,character.php?id=69063,
11297,December 23,Sagiri,character.php?id=82873,
11298,December 23,Souryuu,character.php?id=70452,
11299,December 23,Akira Kayama,character.php?id=62018,
11300,December 23,Ivan Fiore,character.php?id=32737,
11301,December 23,Masato Honjou,character.php?id=25088,
11302,December 23,Fujikawa Runa,character.php?id=48508,
11303,December 23,Akari,character.php?id=58161,
11304,December 23,Miyabi Amahara,character.php?id=40914,
11305,December 23,Kojiro Bondo,character.php?id=91247,
11306,December 23,Asami,character.php?id=99689,
11307,December 23,Melissa Pearce,character.php?id=52315,
11308,December 24,Jin Shiratori,character.php?id=66545,
11309,December 24,Belle,character.php?id=24877,
11310,December 24,Tsuyoto Hiiragi,character.php?id=39043,
11311,December 24,Urara Shiraishi,character.php?id=71214,
11312,December 24,William Vangeance,character.php?id=89597,
11313,December 24,Mika Inamori,character.php?id=12503,
11314,December 24,Yozora Mikazuki,character.php?id=31417,
11315,December 24,Mimi Usami,character.php?id=70198,
11316,December 24,Nagisa Furukawa,character.php?id=58,
11317,December 24,Yuki Unahara,character.php?id=14757,
11318,December 24,Kaname Hiiragi,character.php?id=3178,
11319,December 24,Miyako Hoshino,character.php?id=1141,
11320,December 24,Louise Hardwich,character.php?id=21295,
11321,December 24,Yukiho Hagiwara,character.php?id=7870,
11322,December 24,Yukiho Hagiwara,character.php?id=70887,
11323,December 24,Rio Shirosaki,character.php?id=62008,
11324,December 24,Tsubaki Yaegaki,character.php?id=71715,
11325,December 24,Yami / Golden Darkness,character.php?id=19725,
11326,December 24,Rinka Shijou,character.php?id=74091,
11327,December 24,Arthur,character.php?id=75395,
11328,December 24,Shigure,character.php?id=77025,
11329,December 24,Yuuta Ashuu,character.php?id=77141,
11330,December 24,Junko Enoshima,character.php?id=60969,
11331,December 24,Mukuro Ikusaba,character.php?id=64286,
11332,December 24,Aki Adagaki,character.php?id=78467,
11333,December 24,Mune Oomune,character.php?id=78533,
11334,December 24,Castor,character.php?id=17097,
11335,December 24,Sistine Fibel,character.php?id=79643,
11336,December 24,Eru Daiunji,character.php?id=83057,
11337,December 24,Sylphynford Tachibana,character.php?id=73465,
11338,December 24,Sherry Belmont,character.php?id=21247,
11339,December 24,Licht Jekylland Todoroki,character.php?id=78336,
11340,December 24,Ichika Hashima,character.php?id=87470,
